system:index,area,class,row_code,year,.geo
0_0000000000000000009f_0_1,0.04913201025390625,14,160,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ca_0_0,0.9811064931865673,3,203,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f5_0_0,0.9820918478034477,3,246,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f8_0_0,0.975997749172793,3,249,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fc_0_0,0.4449931410637373,3,253,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fc_0_1,0.011593882324218749,12,253,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fc_0_2,0.5089655937507184,33,253,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a8_0_0,0.947179729694685,3,169,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000a8_0_1,0.025922917358398436,14,169,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c0_0_0,0.9763580130667918,3,193,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fa_0_0,0.959511568870635,3,251,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000fa_0_1,0.006238867187499999,14,251,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007c_0_0,0.9417418451674505,3,125,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007c_0_1,0.011213254666197534,14,125,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007c_0_2,0.004446944946289062,25,125,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007c_0_3,0.022426547052121628,33,125,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ed_0_0,0.9662139980518962,3,238,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000ed_0_1,0.006122055419921875,6,238,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f9_0_0,0.974987248126342,3,250,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000f9_0_1,0.0034379014892578124,14,250,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000068_0_0,0.23374045206466357,14,105,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000068_0_1,0.7272095184970012,24,105,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000068_0_2,0.006244500854492189,25,105,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000073_0_0,0.8878322313749414,3,116,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000073_0_1,0.10226078704307419,14,116,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000092_0_0,0.9769436273140716,33,147,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009b_0_0,0.978972960725912,3,156,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d6_0_0,0.2108756096782611,3,215,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000d6_0_1,0.7712335614437325,14,215,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000070_0_0,0.04124777020263672,3,113,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000070_0_1,0.6734036393784433,6,113,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000070_0_2,0.26456999779196355,33,113,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007e_0_0,0.3405011637573241,3,127,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007e_0_1,0.6253405860756086,14,127,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000082_0_0,0.8437152223213945,3,131,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000082_0_1,0.13189790415924674,6,131,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000084_0_0,0.9787584220210072,3,133,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000097_0_0,0.633543853720753,11,152,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000097_0_1,0.3133855843122883,12,152,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000097_0_2,0.01822596533203125,14,152,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000098_0_0,0.8239911352598869,3,153,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000098_0_1,0.009826395507812502,6,153,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000098_0_2,0.12901105425522744,14,153,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000098_0_3,0.005359851928710938,33,153,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009a_0_0,0.9734640935668946,3,155,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009c_0_0,0.0937450471069336,3,157,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009c_0_1,0.05752098746194278,14,157,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009c_0_2,0.007151561035156251,24,157,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000009c_0_3,0.8264254630809119,33,157,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000c5_0_0,0.9764043764820601,3,198,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000dc_0_0,0.04040840163765701,3,221,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000dc_0_1,0.04780316381716262,6,221,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
